benchmark,analysis,tool,class,TP,FP,FN,TN,Total,sensitivity,specificity,precision,f1
UK_benchmark,serotype_within,PfaSTer,6A,39,0,2,1811,41,0.9512195121951219,1,1,0.975
UK_benchmark,serotype_within,PfaSTer,6B,15,0,22,1815,37,0.40540540540540543,1,1,0.5769230769230769
UK_benchmark,serotype_within,PfaSTer,6C,24,3,0,1825,24,1,0.9983588621444202,0.8888888888888888,0.9411764705882353
UK_benchmark,serotype_within,PfaSTer,6D,0,0,2,1850,2,0,1,NA,NA
UK_benchmark,serotype_within,PfaSTer,7A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PfaSTer,7B,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,PfaSTer,7C,10,0,0,1842,10,1,1,1,1
UK_benchmark,serotype_within,PfaSTer,7F,84,1,0,1767,84,1,0.9994343891402715,0.9882352941176471,0.9940828402366864
UK_benchmark,serotype_within,PfaSTer,8,152,0,3,1697,155,0.9806451612903225,1,1,0.990228013029316
UK_benchmark,serotype_within,PfaSTer,9,386,0,4,1462,390,0.9897435897435898,1,1,0.9948453608247423
UK_benchmark,serotype_within,PfaSTer,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,PfaSTer,9N,43,0,0,1809,43,1,1,1,1
UK_benchmark,serotype_within,PfaSTer,9V,47,1,0,1804,47,1,0.9994459833795014,0.9791666666666666,0.9894736842105264
UK_benchmark,serotype_within,PneumoCaT,1,876,14,96,866,972,0.9012345679012346,0.9840909090909091,0.9842696629213483,0.9409237379162191
UK_benchmark,serotype_within,PneumoCaT,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_within,PneumoCaT,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_within,PneumoCaT,10F,9,0,2,1841,11,0.8181818181818182,1,1,0.9
UK_benchmark,serotype_within,PneumoCaT,11A,24,0,24,1804,48,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_within,PneumoCaT,11B,1,0,1,1850,2,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_within,PneumoCaT,12A,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,12F,46,7,4,1795,50,0.92,0.9961154273029966,0.8679245283018868,0.8932038834951457
UK_benchmark,serotype_within,PneumoCaT,13,12,0,2,1838,14,0.8571428571428571,1,1,0.923076923076923
UK_benchmark,serotype_within,PneumoCaT,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,15A,162,1,38,1651,200,0.81,0.9993946731234867,0.9938650306748467,0.8925619834710744
UK_benchmark,serotype_within,PneumoCaT,15B,9,5,34,1804,43,0.20930232558139536,0.9972360420121614,0.6428571428571429,0.31578947368421056
UK_benchmark,serotype_within,PneumoCaT,15C,7,27,10,1808,17,0.4117647058823529,0.9852861035422343,0.20588235294117646,0.2745098039215686
UK_benchmark,serotype_within,PneumoCaT,16F,23,0,2,1827,25,0.92,1,1,0.9583333333333334
UK_benchmark,serotype_within,PneumoCaT,17F,39,0,2,1811,41,0.9512195121951219,1,1,0.975
UK_benchmark,serotype_within,PneumoCaT,18A,5,6,1,1840,6,0.8333333333333334,0.9967497291440953,0.45454545454545453,0.5882352941176471
UK_benchmark,serotype_within,PneumoCaT,18B,3,33,0,1816,3,1,0.9821525148729042,0.08333333333333333,0.15384615384615385
UK_benchmark,serotype_within,PneumoCaT,18C,0,0,39,1813,39,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,18F,0,0,3,1849,3,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,19A,235,0,11,1606,246,0.9552845528455285,1,1,0.9771309771309772
UK_benchmark,serotype_within,PneumoCaT,19F,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_within,PneumoCaT,2,299,0,38,1515,337,0.887240356083086,1,1,0.940251572327044
UK_benchmark,serotype_within,PneumoCaT,20,38,0,2,1812,40,0.95,1,1,0.9743589743589743
UK_benchmark,serotype_within,PneumoCaT,21,18,0,1,1833,19,0.9473684210526315,1,1,0.972972972972973
UK_benchmark,serotype_within,PneumoCaT,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,23A,19,0,5,1828,24,0.7916666666666666,1,1,0.8837209302325582
UK_benchmark,serotype_within,PneumoCaT,23B,35,0,5,1812,40,0.875,1,1,0.9333333333333333
UK_benchmark,serotype_within,PneumoCaT,23F,25,0,4,1823,29,0.8620689655172413,1,1,0.9259259259259259
UK_benchmark,serotype_within,PneumoCaT,24,25,0,9,1818,34,0.7352941176470589,1,1,0.8474576271186441
UK_benchmark,serotype_within,PneumoCaT,24B,5,20,0,1827,5,1,0.9891716296697347,0.2,0.33333333333333337
UK_benchmark,serotype_within,PneumoCaT,24F,0,0,25,1827,25,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,25F,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,27,21,0,2,1829,23,0.9130434782608695,1,1,0.9545454545454545
UK_benchmark,serotype_within,PneumoCaT,28A,5,0,2,1845,7,0.7142857142857143,1,1,0.8333333333333333
UK_benchmark,serotype_within,PneumoCaT,29,5,0,3,1844,8,0.625,1,1,0.7692307692307693
UK_benchmark,serotype_within,PneumoCaT,3,331,1,36,1484,367,0.9019073569482289,0.9993265993265993,0.9969879518072289,0.9470672389127325
UK_benchmark,serotype_within,PneumoCaT,31,20,0,3,1829,23,0.8695652173913043,1,1,0.9302325581395349
UK_benchmark,serotype_within,PneumoCaT,33,45,9,6,1792,51,0.8823529411764706,0.9950027762354248,0.8333333333333334,0.8571428571428571
UK_benchmark,serotype_within,PneumoCaT,33B,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,33C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,33F,43,10,4,1795,47,0.9148936170212766,0.9944598337950139,0.8113207547169812,0.8600000000000001
UK_benchmark,serotype_within,PneumoCaT,34,23,0,1,1828,24,0.9583333333333334,1,1,0.9787234042553191
UK_benchmark,serotype_within,PneumoCaT,35A,1,0,4,1847,5,0.2,1,1,0.33333333333333337
UK_benchmark,serotype_within,PneumoCaT,35B,44,2,4,1802,48,0.9166666666666666,0.9988913525498891,0.9565217391304348,0.9361702127659574
UK_benchmark,serotype_within,PneumoCaT,35C,1,3,0,1848,1,1,0.9983792544570502,0.25,0.4
UK_benchmark,serotype_within,PneumoCaT,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,36,2,0,2,1848,4,0.5,1,1,0.6666666666666666
UK_benchmark,serotype_within,PneumoCaT,37,4,0,10,1838,14,0.2857142857142857,1,1,0.4444444444444445
UK_benchmark,serotype_within,PneumoCaT,38,20,0,0,1832,20,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,4,130,2,18,1702,148,0.8783783783783784,0.9988262910798122,0.9848484848484849,0.9285714285714285
UK_benchmark,serotype_within,PneumoCaT,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoCaT,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,5,293,2,56,1501,349,0.839541547277937,0.9986693280106453,0.9932203389830508,0.9099378881987576
UK_benchmark,serotype_within,PneumoCaT,6A,28,12,13,1799,41,0.6829268292682927,0.9933738266151297,0.7,0.6913580246913581
UK_benchmark,serotype_within,PneumoCaT,6B,0,10,37,1805,37,0,0.9944903581267218,0,NA
UK_benchmark,serotype_within,PneumoCaT,6C,8,2,16,1826,24,0.3333333333333333,0.9989059080962801,0.8,0.47058823529411764
UK_benchmark,serotype_within,PneumoCaT,6D,1,13,1,1837,2,0.5,0.9929729729729729,0.07142857142857142,0.125
UK_benchmark,serotype_within,PneumoCaT,7A,1,32,0,1819,1,1,0.9827120475418692,0.030303030303030304,0.05882352941176471
UK_benchmark,serotype_within,PneumoCaT,7B,1,0,2,1849,3,0.3333333333333333,1,1,0.5
UK_benchmark,serotype_within,PneumoCaT,7C,9,0,1,1842,10,0.9,1,1,0.9473684210526316
UK_benchmark,serotype_within,PneumoCaT,7F,45,0,39,1768,84,0.5357142857142857,1,1,0.6976744186046512
UK_benchmark,serotype_within,PneumoCaT,8,136,0,19,1697,155,0.8774193548387097,1,1,0.9347079037800687
UK_benchmark,serotype_within,PneumoCaT,9,369,0,21,1462,390,0.9461538461538461,1,1,0.9723320158102766
UK_benchmark,serotype_within,PneumoCaT,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,PneumoCaT,9N,39,0,4,1809,43,0.9069767441860465,1,1,0.951219512195122
UK_benchmark,serotype_within,PneumoCaT,9V,44,1,3,1804,47,0.9361702127659575,0.9994459833795014,0.9777777777777777,0.9565217391304347
UK_benchmark,serotype_within,PneumoKITy,1,966,0,6,880,972,0.9938271604938271,1,1,0.9969040247678018
UK_benchmark,serotype_within,PneumoKITy,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_within,PneumoKITy,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_within,PneumoKITy,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_within,PneumoKITy,11A,46,0,2,1804,48,0.9583333333333334,1,1,0.9787234042553191
UK_benchmark,serotype_within,PneumoKITy,11B,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,12A,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,12B,0,1,10,1841,10,0,0.999457111834962,0,NA
UK_benchmark,serotype_within,PneumoKITy,12F,50,10,0,1792,50,1,0.9944506104328524,0.8333333333333334,0.9090909090909091
UK_benchmark,serotype_within,PneumoKITy,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,15A,200,1,0,1651,200,1,0.9993946731234867,0.9950248756218906,0.9975062344139651
UK_benchmark,serotype_within,PneumoKITy,15B,43,17,0,1792,43,1,0.9906025428413489,0.7166666666666667,0.8349514563106796
UK_benchmark,serotype_within,PneumoKITy,15C,17,43,0,1792,17,1,0.976566757493188,0.2833333333333333,0.4415584415584416
UK_benchmark,serotype_within,PneumoKITy,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,17F,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,18A,5,0,1,1846,6,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_within,PneumoKITy,18B,3,38,0,1811,3,1,0.9794483504597079,0.07317073170731707,0.13636363636363635
UK_benchmark,serotype_within,PneumoKITy,18C,38,3,1,1810,39,0.9743589743589743,0.9983452840595698,0.926829268292683,0.9500000000000001
UK_benchmark,serotype_within,PneumoKITy,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,19A,244,0,2,1606,246,0.991869918699187,1,1,0.9959183673469388
UK_benchmark,serotype_within,PneumoKITy,19F,42,0,0,1810,42,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,2,334,8,3,1507,337,0.9910979228486647,0.9947194719471947,0.9766081871345029,0.9837997054491899
UK_benchmark,serotype_within,PneumoKITy,20,40,1,0,1811,40,1,0.9994481236203091,0.975609756097561,0.9876543209876543
UK_benchmark,serotype_within,PneumoKITy,21,19,0,0,1833,19,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,23A,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,23B,40,2,0,1810,40,1,0.9988962472406181,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_within,PneumoKITy,23F,27,0,2,1823,29,0.9310344827586207,1,1,0.9642857142857143
UK_benchmark,serotype_within,PneumoKITy,24,34,0,0,1818,34,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,24B,5,29,0,1818,5,1,0.9842988630211154,0.14705882352941177,0.25641025641025644
UK_benchmark,serotype_within,PneumoKITy,24F,25,9,0,1818,25,1,0.9950738916256158,0.7352941176470589,0.8474576271186441
UK_benchmark,serotype_within,PneumoKITy,25F,1,2,0,1849,1,1,0.9989195029713668,0.3333333333333333,0.5
UK_benchmark,serotype_within,PneumoKITy,27,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,28A,7,0,0,1845,7,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,29,5,0,3,1844,8,0.625,1,1,0.7692307692307693
UK_benchmark,serotype_within,PneumoKITy,3,366,1,1,1484,367,0.997275204359673,0.9993265993265993,0.997275204359673,0.997275204359673
UK_benchmark,serotype_within,PneumoKITy,31,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,33,50,0,1,1801,51,0.9803921568627451,1,1,0.99009900990099
UK_benchmark,serotype_within,PneumoKITy,33B,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoKITy,33C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoKITy,33F,47,2,0,1803,47,1,0.9988919667590028,0.9591836734693877,0.9791666666666666
UK_benchmark,serotype_within,PneumoKITy,34,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,35A,4,1,1,1846,5,0.8,0.9994585814834868,0.8,0.8000000000000002
UK_benchmark,serotype_within,PneumoKITy,35B,48,2,0,1802,48,1,0.9988913525498891,0.96,0.9795918367346939
UK_benchmark,serotype_within,PneumoKITy,35C,1,4,0,1847,1,1,0.9978390059427337,0.2,0.33333333333333337
UK_benchmark,serotype_within,PneumoKITy,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,36,4,0,0,1848,4,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,37,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,38,20,0,0,1832,20,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,4,148,9,0,1695,148,1,0.9947183098591549,0.9426751592356688,0.9704918032786886
UK_benchmark,serotype_within,PneumoKITy,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,PneumoKITy,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,5,348,4,1,1499,349,0.997134670487106,0.9973386560212908,0.9886363636363636,0.9928673323823111
UK_benchmark,serotype_within,PneumoKITy,6A,39,24,2,1787,41,0.9512195121951219,0.9867476532302595,0.6190476190476191,0.7500000000000001
UK_benchmark,serotype_within,PneumoKITy,6B,15,46,22,1769,37,0.40540540540540543,0.9746556473829201,0.2459016393442623,0.30612244897959184
UK_benchmark,serotype_within,PneumoKITy,6C,24,5,0,1823,24,1,0.9972647702407003,0.8275862068965517,0.9056603773584906
UK_benchmark,serotype_within,PneumoKITy,6D,2,27,0,1823,2,1,0.9854054054054054,0.06896551724137931,0.12903225806451613
UK_benchmark,serotype_within,PneumoKITy,7A,1,43,0,1808,1,1,0.9767693138843868,0.022727272727272728,0.044444444444444446
UK_benchmark,serotype_within,PneumoKITy,7B,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,7C,10,0,0,1842,10,1,1,1,1
UK_benchmark,serotype_within,PneumoKITy,7F,84,1,0,1767,84,1,0.9994343891402715,0.9882352941176471,0.9940828402366864
UK_benchmark,serotype_within,PneumoKITy,8,153,0,2,1697,155,0.9870967741935484,1,1,0.9935064935064934
UK_benchmark,serotype_within,PneumoKITy,9,385,0,5,1462,390,0.9871794871794872,1,1,0.9935483870967742
UK_benchmark,serotype_within,PneumoKITy,9L,1,43,0,1808,1,1,0.9767693138843868,0.022727272727272728,0.044444444444444446
UK_benchmark,serotype_within,PneumoKITy,9N,43,1,0,1808,43,1,0.9994472084024323,0.9772727272727273,0.9885057471264368
UK_benchmark,serotype_within,PneumoKITy,9V,47,1,0,1804,47,1,0.9994459833795014,0.9791666666666666,0.9894736842105264
UK_benchmark,serotype_within,Pneumo-Typer,1,971,0,1,880,972,0.9989711934156379,1,1,0.9994853319608853
UK_benchmark,serotype_within,Pneumo-Typer,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_within,Pneumo-Typer,10B,6,2,0,1844,6,1,0.9989165763813651,0.75,0.8571428571428571
UK_benchmark,serotype_within,Pneumo-Typer,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_within,Pneumo-Typer,11A,48,0,0,1804,48,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,11B,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,12A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,Pneumo-Typer,12B,0,1,10,1841,10,0,0.999457111834962,0,NA
UK_benchmark,serotype_within,Pneumo-Typer,12F,50,10,0,1792,50,1,0.9944506104328524,0.8333333333333334,0.9090909090909091
UK_benchmark,serotype_within,Pneumo-Typer,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,15A,200,1,0,1651,200,1,0.9993946731234867,0.9950248756218906,0.9975062344139651
UK_benchmark,serotype_within,Pneumo-Typer,15B,36,14,7,1795,43,0.8372093023255814,0.992260917634052,0.72,0.7741935483870969
UK_benchmark,serotype_within,Pneumo-Typer,15C,17,16,0,1819,17,1,0.9912806539509537,0.5151515151515151,0.6799999999999999
UK_benchmark,serotype_within,Pneumo-Typer,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,17F,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,18A,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_within,Pneumo-Typer,18B,3,1,0,1848,3,1,0.9994591671173607,0.75,0.8571428571428571
UK_benchmark,serotype_within,Pneumo-Typer,18C,37,0,2,1813,39,0.9487179487179487,1,1,0.9736842105263158
UK_benchmark,serotype_within,Pneumo-Typer,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,19A,244,0,2,1606,246,0.991869918699187,1,1,0.9959183673469388
UK_benchmark,serotype_within,Pneumo-Typer,19F,42,0,0,1810,42,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,2,335,2,2,1513,337,0.9940652818991098,0.9986798679867986,0.9940652818991098,0.9940652818991098
UK_benchmark,serotype_within,Pneumo-Typer,20,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,21,19,0,0,1833,19,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,23A,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,23B,40,2,0,1810,40,1,0.9988962472406181,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_within,Pneumo-Typer,23F,27,0,2,1823,29,0.9310344827586207,1,1,0.9642857142857143
UK_benchmark,serotype_within,Pneumo-Typer,24,34,0,0,1818,34,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,24B,5,29,0,1818,5,1,0.9842988630211154,0.14705882352941177,0.25641025641025644
UK_benchmark,serotype_within,Pneumo-Typer,24F,0,0,25,1827,25,0,1,NA,NA
UK_benchmark,serotype_within,Pneumo-Typer,25F,1,1,0,1850,1,1,0.9994597514856834,0.5,0.6666666666666666
UK_benchmark,serotype_within,Pneumo-Typer,27,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,28A,7,0,0,1845,7,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,29,6,0,2,1844,8,0.75,1,1,0.8571428571428571
UK_benchmark,serotype_within,Pneumo-Typer,3,366,3,1,1482,367,0.997275204359673,0.997979797979798,0.991869918699187,0.9945652173913043
UK_benchmark,serotype_within,Pneumo-Typer,31,23,0,0,1829,23,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,33,51,1,0,1800,51,1,0.9994447529150472,0.9807692307692307,0.9902912621359222
UK_benchmark,serotype_within,Pneumo-Typer,33B,1,1,0,1850,1,1,0.9994597514856834,0.5,0.6666666666666666
UK_benchmark,serotype_within,Pneumo-Typer,33C,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,33F,47,2,0,1803,47,1,0.9988919667590028,0.9591836734693877,0.9791666666666666
UK_benchmark,serotype_within,Pneumo-Typer,34,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,35A,4,0,1,1847,5,0.8,1,1,0.888888888888889
UK_benchmark,serotype_within,Pneumo-Typer,35B,43,2,5,1802,48,0.8958333333333334,0.9988913525498891,0.9555555555555556,0.924731182795699
UK_benchmark,serotype_within,Pneumo-Typer,35C,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,Pneumo-Typer,35F,22,0,0,1830,22,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,36,4,0,0,1848,4,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,37,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,38,20,1,0,1831,20,1,0.9994541484716157,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_within,Pneumo-Typer,39,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,4,148,1,0,1703,148,1,0.9994131455399061,0.9932885906040269,0.9966329966329966
UK_benchmark,serotype_within,Pneumo-Typer,41A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,Pneumo-Typer,48,5,0,0,1847,5,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,5,348,4,1,1499,349,0.997134670487106,0.9973386560212908,0.9886363636363636,0.9928673323823111
UK_benchmark,serotype_within,Pneumo-Typer,6A,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,6B,37,1,0,1814,37,1,0.9994490358126722,0.9736842105263158,0.9866666666666666
UK_benchmark,serotype_within,Pneumo-Typer,6C,24,1,0,1827,24,1,0.99945295404814,0.96,0.9795918367346939
UK_benchmark,serotype_within,Pneumo-Typer,6D,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,7A,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,7B,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,7C,10,0,0,1842,10,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,7F,84,0,0,1768,84,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,8,155,1,0,1696,155,1,0.9994107248084856,0.9935897435897436,0.9967845659163987
UK_benchmark,serotype_within,Pneumo-Typer,9,386,0,4,1462,390,0.9897435897435898,1,1,0.9948453608247423
UK_benchmark,serotype_within,Pneumo-Typer,9L,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,9N,43,0,0,1809,43,1,1,1,1
UK_benchmark,serotype_within,Pneumo-Typer,9V,43,0,4,1805,47,0.9148936170212766,1,1,0.9555555555555556
UK_benchmark,serotype_within,SeroBA,1,969,0,3,880,972,0.9969135802469136,1,1,0.9984544049459042
UK_benchmark,serotype_within,SeroBA,10A,41,0,1,1810,42,0.9761904761904762,1,1,0.9879518072289156
UK_benchmark,serotype_within,SeroBA,10B,6,1,0,1845,6,1,0.9994582881906826,0.8571428571428571,0.923076923076923
UK_benchmark,serotype_within,SeroBA,10F,10,0,1,1841,11,0.9090909090909091,1,1,0.9523809523809523
UK_benchmark,serotype_within,SeroBA,11A,45,0,3,1804,48,0.9375,1,1,0.967741935483871
UK_benchmark,serotype_within,SeroBA,11B,2,1,0,1849,2,1,0.9994594594594595,0.6666666666666666,0.8
UK_benchmark,serotype_within,SeroBA,12A,0,0,1,1851,1,0,1,NA,NA
UK_benchmark,serotype_within,SeroBA,12B,0,0,10,1842,10,0,1,NA,NA
UK_benchmark,serotype_within,SeroBA,12F,50,10,0,1792,50,1,0.9944506104328524,0.8333333333333334,0.9090909090909091
UK_benchmark,serotype_within,SeroBA,13,14,0,0,1838,14,1,1,1,1
UK_benchmark,serotype_within,SeroBA,14,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,SeroBA,15A,200,1,0,1651,200,1,0.9993946731234867,0.9950248756218906,0.9975062344139651
UK_benchmark,serotype_within,SeroBA,15B,30,5,13,1804,43,0.6976744186046512,0.9972360420121614,0.8571428571428571,0.7692307692307693
UK_benchmark,serotype_within,SeroBA,15C,13,13,4,1822,17,0.7647058823529411,0.9929155313351499,0.5,0.6046511627906976
UK_benchmark,serotype_within,SeroBA,16F,25,0,0,1827,25,1,1,1,1
UK_benchmark,serotype_within,SeroBA,17F,41,0,0,1811,41,1,1,1,1
UK_benchmark,serotype_within,SeroBA,18A,5,0,1,1846,6,0.8333333333333334,1,1,0.9090909090909091
UK_benchmark,serotype_within,SeroBA,18B,3,1,0,1848,3,1,0.9994591671173607,0.75,0.8571428571428571
UK_benchmark,serotype_within,SeroBA,18C,38,1,1,1812,39,0.9743589743589743,0.9994484280198566,0.9743589743589743,0.9743589743589743
UK_benchmark,serotype_within,SeroBA,18F,3,0,0,1849,3,1,1,1,1
UK_benchmark,serotype_within,SeroBA,19A,244,0,2,1606,246,0.991869918699187,1,1,0.9959183673469388
UK_benchmark,serotype_within,SeroBA,19F,42,0,0,1810,42,1,1,1,1
UK_benchmark,serotype_within,SeroBA,2,334,2,3,1513,337,0.9910979228486647,0.9986798679867986,0.9940476190476191,0.9925705794947994
UK_benchmark,serotype_within,SeroBA,20,40,0,0,1812,40,1,1,1,1
UK_benchmark,serotype_within,SeroBA,21,19,0,0,1833,19,1,1,1,1
UK_benchmark,serotype_within,SeroBA,22A,2,0,0,1850,2,1,1,1,1
UK_benchmark,serotype_within,SeroBA,22F,47,0,0,1805,47,1,1,1,1
UK_benchmark,serotype_within,SeroBA,23A,24,0,0,1828,24,1,1,1,1
UK_benchmark,serotype_within,SeroBA,23B,40,2,0,1810,40,1,0.9988962472406181,0.9523809523809523,0.975609756097561
UK_benchmark,serotype_within,SeroBA,23F,27,0,2,1823,29,0.9310344827586207,1,1,0.9642857142857143
UK_benchmark,serotype_within,SeroBA,24,34,0,0,1818,34,1,1,1,1
UK_benchmark,serotype_within,SeroBA,24B,5,28,0,1819,5,1,0.9848402815376286,0.15151515151515152,0.2631578947368421
UK_benchmark,serotype_within,SeroBA,24F,24,9,1,1818,25,0.96,0.9950738916256158,0.7272727272727273,0.8275862068965517
UK_benchmark,serotype_within,SeroBA,25F,1,0,0,1851,1,1,1,1,1
UK_benchmark,serotype_within,SeroBA,27,23,0,0,1829,23,1,1,1,1
