benchmark,analysis,tool,class,TP,FP,FN,TN,Total,sensitivity,specificity,precision,f1
GPS_benchmark,serotype_within,ALLCAPS,9L,9,1,2,3856,11,0.8181818181818182,0.9997407311381903,0.9,0.8571428571428572
GPS_benchmark,serotype_within,ALLCAPS,9N,125,0,2,3741,127,0.984251968503937,1,1,0.9920634920634921
GPS_benchmark,serotype_within,ALLCAPS,9V,65,12,5,3786,70,0.9285714285714286,0.9968404423380727,0.8441558441558441,0.8843537414965986
GPS_benchmark,serotype_within,PfaSTer,1,1764,8,27,2069,1791,0.9849246231155779,0.9961482908040443,0.9954853273137697,0.9901768172888016
GPS_benchmark,serotype_within,PfaSTer,10A,129,0,1,3738,130,0.9923076923076923,1,1,0.9961389961389961
GPS_benchmark,serotype_within,PfaSTer,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,11,54,0,1,3813,55,0.9818181818181818,1,1,0.9908256880733944
GPS_benchmark,serotype_within,PfaSTer,11A,43,6,1,3818,44,0.9772727272727273,0.9984309623430963,0.8775510204081632,0.9247311827956989
GPS_benchmark,serotype_within,PfaSTer,11B,4,1,0,3863,4,1,0.9997412008281573,0.8,0.888888888888889
GPS_benchmark,serotype_within,PfaSTer,11C,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,14,317,1,3,3547,320,0.990625,0.9997181510710259,0.9968553459119497,0.9937304075235109
GPS_benchmark,serotype_within,PfaSTer,15A,80,0,1,3787,81,0.9876543209876543,1,1,0.9937888198757764
GPS_benchmark,serotype_within,PfaSTer,15B,17,0,5,3846,22,0.7727272727272727,1,1,0.8717948717948718
GPS_benchmark,serotype_within,PfaSTer,15C,11,5,0,3852,11,1,0.9987036556909515,0.6875,0.8148148148148148
GPS_benchmark,serotype_within,PfaSTer,15F,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,16F,78,0,2,3788,80,0.975,1,1,0.9873417721518987
GPS_benchmark,serotype_within,PfaSTer,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,18A,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,18B,2,1,0,3865,2,1,0.9997413347128815,0.6666666666666666,0.8
GPS_benchmark,serotype_within,PfaSTer,18C,31,0,4,3833,35,0.8857142857142857,1,1,0.9393939393939393
GPS_benchmark,serotype_within,PfaSTer,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,19A,126,0,7,3735,133,0.9473684210526315,1,1,0.972972972972973
GPS_benchmark,serotype_within,PfaSTer,19B,0,0,6,3862,6,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,19F,223,0,7,3638,230,0.9695652173913043,1,1,0.9845474613686533
GPS_benchmark,serotype_within,PfaSTer,2,768,4,9,3087,777,0.9884169884169884,0.9987059204141054,0.9948186528497409,0.9916074887023887
GPS_benchmark,serotype_within,PfaSTer,20,46,0,0,3822,46,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,20A,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,20B,0,0,33,3835,33,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,21,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,22F,228,0,2,3638,230,0.991304347826087,1,1,0.9956331877729258
GPS_benchmark,serotype_within,PfaSTer,23A,15,0,0,3853,15,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,23B,37,3,4,3824,41,0.9024390243902439,0.9992160961588712,0.925,0.9135802469135802
GPS_benchmark,serotype_within,PfaSTer,23F,81,2,1,3784,82,0.9878048780487805,0.9994717379820391,0.9759036144578314,0.9818181818181818
GPS_benchmark,serotype_within,PfaSTer,24,22,0,0,3846,22,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,24F,4,17,1,3846,5,0.8,0.9955992751747347,0.19047619047619047,0.3076923076923077
GPS_benchmark,serotype_within,PfaSTer,25F,7,0,0,3861,7,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,28A,6,4,1,3857,7,0.8571428571428571,0.998963998963999,0.6,0.7058823529411764
GPS_benchmark,serotype_within,PfaSTer,28F,0,0,6,3862,6,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,29,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,3,467,4,23,3374,490,0.9530612244897959,0.9988158673771462,0.9915074309978769,0.9719042663891778
GPS_benchmark,serotype_within,PfaSTer,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,33,90,0,10,3768,100,0.9,1,1,0.9473684210526316
GPS_benchmark,serotype_within,PfaSTer,33B,3,0,1,3864,4,0.75,1,1,0.8571428571428571
GPS_benchmark,serotype_within,PfaSTer,33D,0,0,9,3859,9,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,33F,78,9,0,3781,78,1,0.9976253298153034,0.896551724137931,0.9454545454545454
GPS_benchmark,serotype_within,PfaSTer,34,50,0,2,3816,52,0.9615384615384616,1,1,0.9803921568627451
GPS_benchmark,serotype_within,PfaSTer,35B,63,0,3,3802,66,0.9545454545454546,1,1,0.9767441860465117
GPS_benchmark,serotype_within,PfaSTer,35C,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,35D,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,37,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,38,59,0,2,3807,61,0.9672131147540983,1,1,0.9833333333333333
GPS_benchmark,serotype_within,PfaSTer,39,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,4,497,1,8,3362,505,0.9841584158415841,0.999702646446625,0.9979919678714859,0.9910269192422732
GPS_benchmark,serotype_within,PfaSTer,40,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,45,0,0,3,3865,3,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,46,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,5,313,0,10,3545,323,0.9690402476780186,1,1,0.9842767295597483
GPS_benchmark,serotype_within,PfaSTer,6A,97,1,11,3759,108,0.8981481481481481,0.9997340425531915,0.9897959183673469,0.941747572815534
GPS_benchmark,serotype_within,PfaSTer,6B,9,1,116,3742,125,0.072,0.9997328346246327,0.9,0.13333333333333333
GPS_benchmark,serotype_within,PfaSTer,6C,49,0,0,3819,49,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,6D,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_within,PfaSTer,6E,2,110,0,3756,2,1,0.9715468184169684,0.017857142857142856,0.03508771929824561
GPS_benchmark,serotype_within,PfaSTer,7B,1,0,1,3866,2,0.5,1,1,0.6666666666666666
GPS_benchmark,serotype_within,PfaSTer,7C,63,0,0,3805,63,1,1,1,1
GPS_benchmark,serotype_within,PfaSTer,7F,128,1,0,3739,128,1,0.9997326203208556,0.9922480620155039,0.9961089494163424
GPS_benchmark,serotype_within,PfaSTer,8,567,0,7,3294,574,0.9878048780487805,1,1,0.9938650306748467
GPS_benchmark,serotype_within,PfaSTer,9L,9,0,2,3857,11,0.8181818181818182,1,1,0.9
GPS_benchmark,serotype_within,PfaSTer,9N,126,1,1,3740,127,0.9921259842519685,0.9997326917936381,0.9921259842519685,0.9921259842519685
GPS_benchmark,serotype_within,PfaSTer,9V,70,0,0,3798,70,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,1,1702,16,89,2061,1791,0.9503070910106086,0.9922965816080885,0.9906868451688009,0.9700769449985751
GPS_benchmark,serotype_within,PneumoCaT,10A,127,0,3,3738,130,0.9769230769230769,1,1,0.9883268482490272
GPS_benchmark,serotype_within,PneumoCaT,10B,10,0,2,3856,12,0.8333333333333334,1,1,0.9090909090909091
GPS_benchmark,serotype_within,PneumoCaT,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,11,47,0,8,3813,55,0.8545454545454545,1,1,0.9215686274509803
GPS_benchmark,serotype_within,PneumoCaT,11A,29,2,15,3822,44,0.6590909090909091,0.9994769874476988,0.9354838709677419,0.7733333333333332
GPS_benchmark,serotype_within,PneumoCaT,11B,4,1,0,3863,4,1,0.9997412008281573,0.8,0.888888888888889
GPS_benchmark,serotype_within,PneumoCaT,11C,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,12F,257,0,7,3604,264,0.9734848484848485,1,1,0.9865642994241842
GPS_benchmark,serotype_within,PneumoCaT,13,37,0,3,3828,40,0.925,1,1,0.961038961038961
GPS_benchmark,serotype_within,PneumoCaT,14,310,0,10,3548,320,0.96875,1,1,0.9841269841269841
GPS_benchmark,serotype_within,PneumoCaT,15A,75,0,6,3787,81,0.9259259259259259,1,1,0.9615384615384615
GPS_benchmark,serotype_within,PneumoCaT,15B,7,4,15,3842,22,0.3181818181818182,0.998959958398336,0.6363636363636364,0.4242424242424242
GPS_benchmark,serotype_within,PneumoCaT,15C,7,10,4,3847,11,0.6363636363636364,0.9974073113819031,0.4117647058823529,0.5
GPS_benchmark,serotype_within,PneumoCaT,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,16F,76,0,4,3788,80,0.95,1,1,0.9743589743589743
GPS_benchmark,serotype_within,PneumoCaT,17F,61,0,1,3806,62,0.9838709677419355,1,1,0.991869918699187
GPS_benchmark,serotype_within,PneumoCaT,18A,9,2,0,3857,9,1,0.9994817310183985,0.8181818181818182,0.9
GPS_benchmark,serotype_within,PneumoCaT,18B,2,29,0,3837,2,1,0.9924987066735644,0.06451612903225806,0.12121212121212122
GPS_benchmark,serotype_within,PneumoCaT,18C,0,0,35,3833,35,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,18F,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,19A,121,2,12,3733,133,0.9097744360902256,0.9994645247657296,0.983739837398374,0.9453125000000001
GPS_benchmark,serotype_within,PneumoCaT,19B,3,0,3,3862,6,0.5,1,1,0.6666666666666666
GPS_benchmark,serotype_within,PneumoCaT,19F,214,0,16,3638,230,0.9304347826086956,1,1,0.9639639639639639
GPS_benchmark,serotype_within,PneumoCaT,2,738,9,39,3082,777,0.9498069498069498,0.9970883209317373,0.9879518072289156,0.968503937007874
GPS_benchmark,serotype_within,PneumoCaT,20,44,0,2,3822,46,0.9565217391304348,1,1,0.9777777777777777
GPS_benchmark,serotype_within,PneumoCaT,20A,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,20B,0,0,33,3835,33,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,21,40,0,4,3824,44,0.9090909090909091,1,1,0.9523809523809523
GPS_benchmark,serotype_within,PneumoCaT,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,22F,227,0,3,3638,230,0.9869565217391304,1,1,0.9934354485776805
GPS_benchmark,serotype_within,PneumoCaT,23A,11,0,4,3853,15,0.7333333333333333,1,1,0.846153846153846
GPS_benchmark,serotype_within,PneumoCaT,23B,36,0,5,3827,41,0.8780487804878049,1,1,0.9350649350649352
GPS_benchmark,serotype_within,PneumoCaT,23F,74,1,8,3785,82,0.9024390243902439,0.9997358689910195,0.9866666666666667,0.9426751592356688
GPS_benchmark,serotype_within,PneumoCaT,24,17,0,5,3846,22,0.7727272727272727,1,1,0.8717948717948718
GPS_benchmark,serotype_within,PneumoCaT,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,24F,0,1,5,3862,5,0,0.9997411338338079,0,NA
GPS_benchmark,serotype_within,PneumoCaT,25F,0,0,7,3861,7,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,28A,0,2,7,3859,7,0,0.9994819994819995,0,NA
GPS_benchmark,serotype_within,PneumoCaT,28F,4,7,2,3855,6,0.6666666666666666,0.9981874676333506,0.36363636363636365,0.4705882352941177
GPS_benchmark,serotype_within,PneumoCaT,29,3,0,2,3863,5,0.6,1,1,0.7499999999999999
GPS_benchmark,serotype_within,PneumoCaT,3,459,0,31,3378,490,0.936734693877551,1,1,0.9673340358271866
GPS_benchmark,serotype_within,PneumoCaT,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,33,94,1,6,3767,100,0.94,0.9997346072186837,0.9894736842105263,0.964102564102564
GPS_benchmark,serotype_within,PneumoCaT,33B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,33D,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,33F,73,9,5,3781,78,0.9358974358974359,0.9976253298153034,0.8902439024390244,0.9125
GPS_benchmark,serotype_within,PneumoCaT,34,48,0,4,3816,52,0.9230769230769231,1,1,0.9600000000000001
GPS_benchmark,serotype_within,PneumoCaT,35B,65,2,1,3800,66,0.9848484848484849,0.9994739610731194,0.9701492537313433,0.9774436090225564
GPS_benchmark,serotype_within,PneumoCaT,35C,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,35D,0,0,2,3866,2,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,37,3,0,1,3864,4,0.75,1,1,0.8571428571428571
GPS_benchmark,serotype_within,PneumoCaT,38,61,0,0,3807,61,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,39,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,4,473,1,32,3362,505,0.9366336633663367,0.999702646446625,0.9978902953586498,0.9662921348314608
GPS_benchmark,serotype_within,PneumoCaT,40,0,1,1,3866,1,0,0.99974140160331,0,NA
GPS_benchmark,serotype_within,PneumoCaT,45,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,46,0,0,9,3859,9,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoCaT,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PneumoCaT,5,308,0,15,3545,323,0.9535603715170279,1,1,0.9762282091917592
GPS_benchmark,serotype_within,PneumoCaT,6A,79,13,29,3747,108,0.7314814814814815,0.9965425531914893,0.8586956521739131,0.7900000000000001
GPS_benchmark,serotype_within,PneumoCaT,6B,0,13,125,3730,125,0,0.9965268501202245,0,NA
GPS_benchmark,serotype_within,PneumoCaT,6C,7,0,42,3819,49,0.14285714285714285,1,1,0.25
GPS_benchmark,serotype_within,PneumoCaT,6D,4,41,0,3823,4,1,0.9893892339544513,0.08888888888888889,0.163265306122449
GPS_benchmark,serotype_within,PneumoCaT,6E,2,101,0,3765,2,1,0.9738748060010347,0.019417475728155338,0.03809523809523809
GPS_benchmark,serotype_within,PneumoCaT,7B,1,1,1,3865,2,0.5,0.9997413347128815,0.5,0.5
GPS_benchmark,serotype_within,PneumoCaT,7C,58,0,5,3805,63,0.9206349206349206,1,1,0.9586776859504132
GPS_benchmark,serotype_within,PneumoCaT,7F,69,0,59,3740,128,0.5390625,1,1,0.700507614213198
GPS_benchmark,serotype_within,PneumoCaT,8,556,0,18,3294,574,0.9686411149825784,1,1,0.984070796460177
GPS_benchmark,serotype_within,PneumoCaT,9L,9,0,2,3857,11,0.8181818181818182,1,1,0.9
GPS_benchmark,serotype_within,PneumoCaT,9N,124,2,3,3739,127,0.9763779527559056,0.9994653835872761,0.9841269841269841,0.9802371541501976
GPS_benchmark,serotype_within,PneumoCaT,9V,66,0,4,3798,70,0.9428571428571428,1,1,0.9705882352941176
GPS_benchmark,serotype_within,PneumoKITy,1,1749,9,42,2068,1791,0.9765494137353434,0.9956668271545498,0.9948805460750854,0.9856297548605241
GPS_benchmark,serotype_within,PneumoKITy,10A,130,0,0,3738,130,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,11,54,0,1,3813,55,0.9818181818181818,1,1,0.9908256880733944
GPS_benchmark,serotype_within,PneumoKITy,11A,43,6,1,3818,44,0.9772727272727273,0.9984309623430963,0.8775510204081632,0.9247311827956989
GPS_benchmark,serotype_within,PneumoKITy,11B,4,1,0,3863,4,1,0.9997412008281573,0.8,0.888888888888889
GPS_benchmark,serotype_within,PneumoKITy,11C,1,4,0,3863,1,1,0.9989656064132403,0.2,0.33333333333333337
GPS_benchmark,serotype_within,PneumoKITy,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoKITy,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,14,317,1,3,3547,320,0.990625,0.9997181510710259,0.9968553459119497,0.9937304075235109
GPS_benchmark,serotype_within,PneumoKITy,15A,80,0,1,3787,81,0.9876543209876543,1,1,0.9937888198757764
GPS_benchmark,serotype_within,PneumoKITy,15B,22,11,0,3835,22,1,0.9971398855954238,0.6666666666666666,0.8
GPS_benchmark,serotype_within,PneumoKITy,15C,11,22,0,3835,11,1,0.9942960850401866,0.3333333333333333,0.5
GPS_benchmark,serotype_within,PneumoKITy,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,16F,46,0,34,3788,80,0.575,1,1,0.7301587301587301
GPS_benchmark,serotype_within,PneumoKITy,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,18A,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,18B,2,35,0,3831,2,1,0.9909467149508536,0.05405405405405406,0.10256410256410257
GPS_benchmark,serotype_within,PneumoKITy,18C,35,2,0,3831,35,1,0.9994782154969998,0.9459459459459459,0.9722222222222222
GPS_benchmark,serotype_within,PneumoKITy,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,19A,133,2,0,3733,133,1,0.9994645247657296,0.9851851851851852,0.9925373134328358
GPS_benchmark,serotype_within,PneumoKITy,19B,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,19F,225,0,5,3638,230,0.9782608695652174,1,1,0.989010989010989
GPS_benchmark,serotype_within,PneumoKITy,2,775,25,2,3066,777,0.9974259974259975,0.9919120025881591,0.96875,0.9828788839568802
GPS_benchmark,serotype_within,PneumoKITy,20,46,0,0,3822,46,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,20A,0,0,11,3857,11,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoKITy,20B,0,0,33,3835,33,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoKITy,21,44,0,0,3824,44,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,22A,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,22F,230,0,0,3638,230,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,23A,15,0,0,3853,15,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,23B,40,0,1,3827,41,0.975609756097561,1,1,0.9876543209876543
GPS_benchmark,serotype_within,PneumoKITy,23F,82,2,0,3784,82,1,0.9994717379820391,0.9761904761904762,0.9879518072289156
GPS_benchmark,serotype_within,PneumoKITy,24,21,0,1,3846,22,0.9545454545454546,1,1,0.9767441860465117
GPS_benchmark,serotype_within,PneumoKITy,24A,0,0,1,3867,1,0,1,NA,NA
GPS_benchmark,serotype_within,PneumoKITy,24F,5,16,0,3847,5,1,0.9958581413409268,0.23809523809523808,0.3846153846153846
GPS_benchmark,serotype_within,PneumoKITy,25F,7,14,0,3847,7,1,0.9963739963739964,0.3333333333333333,0.5
GPS_benchmark,serotype_within,PneumoKITy,27,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,28A,7,6,0,3855,7,1,0.9984459984459985,0.5384615384615384,0.7000000000000001
GPS_benchmark,serotype_within,PneumoKITy,28F,6,7,0,3855,6,1,0.9981874676333506,0.46153846153846156,0.631578947368421
GPS_benchmark,serotype_within,PneumoKITy,29,4,0,1,3863,5,0.8,1,1,0.888888888888889
GPS_benchmark,serotype_within,PneumoKITy,3,485,1,5,3377,490,0.9897959183673469,0.9997039668442865,0.9979423868312757,0.9938524590163934
GPS_benchmark,serotype_within,PneumoKITy,31,16,0,0,3852,16,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,33,100,0,0,3768,100,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,33B,4,9,0,3855,4,1,0.9976708074534162,0.3076923076923077,0.47058823529411764
GPS_benchmark,serotype_within,PneumoKITy,33D,9,3,0,3856,9,1,0.9992225965275978,0.75,0.8571428571428571
GPS_benchmark,serotype_within,PneumoKITy,33F,78,9,0,3781,78,1,0.9976253298153034,0.896551724137931,0.9454545454545454
GPS_benchmark,serotype_within,PneumoKITy,34,52,0,0,3816,52,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,35B,66,2,0,3800,66,1,0.9994739610731194,0.9705882352941176,0.9850746268656716
GPS_benchmark,serotype_within,PneumoKITy,35C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,35D,2,66,0,3800,2,1,0.9829280910501811,0.029411764705882353,0.05714285714285715
GPS_benchmark,serotype_within,PneumoKITy,35F,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,37,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,38,61,0,0,3807,61,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,39,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,4,501,6,4,3357,505,0.9920792079207921,0.9982158786797503,0.9881656804733728,0.9901185770750989
GPS_benchmark,serotype_within,PneumoKITy,40,1,2,0,3865,1,1,0.9994828032066201,0.3333333333333333,0.5
GPS_benchmark,serotype_within,PneumoKITy,45,3,0,0,3865,3,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,46,9,2,0,3857,9,1,0.9994817310183985,0.8181818181818182,0.9
GPS_benchmark,serotype_within,PneumoKITy,48,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,5,321,14,2,3531,323,0.9938080495356038,0.9960507757404795,0.9582089552238806,0.9756838905775076
GPS_benchmark,serotype_within,PneumoKITy,6A,100,25,8,3735,108,0.9259259259259259,0.9933510638297872,0.8,0.8583690987124465
GPS_benchmark,serotype_within,PneumoKITy,6B,12,113,113,3630,125,0.096,0.9698103125834892,0.096,0.096
GPS_benchmark,serotype_within,PneumoKITy,6C,49,11,0,3808,49,1,0.9971196648337262,0.8166666666666667,0.8990825688073394
GPS_benchmark,serotype_within,PneumoKITy,6D,4,56,0,3808,4,1,0.9855072463768116,0.06666666666666667,0.125
GPS_benchmark,serotype_within,PneumoKITy,6E,2,119,0,3747,2,1,0.9692188308329023,0.01652892561983471,0.032520325203252036
GPS_benchmark,serotype_within,PneumoKITy,7B,2,1,0,3865,2,1,0.9997413347128815,0.6666666666666666,0.8
GPS_benchmark,serotype_within,PneumoKITy,7C,63,0,0,3805,63,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,7F,128,0,0,3740,128,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,8,574,0,0,3294,574,1,1,1,1
GPS_benchmark,serotype_within,PneumoKITy,9L,7,126,4,3731,11,0.6363636363636364,0.9673321234119783,0.05263157894736842,0.0972222222222222
GPS_benchmark,serotype_within,PneumoKITy,9N,126,7,1,3734,127,0.9921259842519685,0.9981288425554664,0.9473684210526315,0.9692307692307692
GPS_benchmark,serotype_within,PneumoKITy,9V,70,0,0,3798,70,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,1,1790,3,1,2074,1791,0.9994416527079844,0.9985556090515166,0.9983268265476855,0.9988839285714286
GPS_benchmark,serotype_within,Pneumo-Typer,10A,130,0,0,3738,130,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,10B,12,0,0,3856,12,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,10F,5,0,0,3863,5,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,11,55,0,0,3813,55,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,11A,44,6,0,3818,44,1,0.9984309623430963,0.88,0.9361702127659575
GPS_benchmark,serotype_within,Pneumo-Typer,11B,4,0,0,3864,4,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,11C,1,0,0,3867,1,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,11E,0,0,4,3864,4,0,1,NA,NA
GPS_benchmark,serotype_within,Pneumo-Typer,12F,264,0,0,3604,264,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,13,40,0,0,3828,40,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,14,319,0,1,3548,320,0.996875,1,1,0.9984350547730829
GPS_benchmark,serotype_within,Pneumo-Typer,15A,81,0,0,3787,81,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,15B,21,10,1,3836,22,0.9545454545454546,0.9973998959958398,0.6774193548387096,0.7924528301886793
GPS_benchmark,serotype_within,Pneumo-Typer,15C,11,6,0,3851,11,1,0.9984443868291418,0.6470588235294118,0.7857142857142858
GPS_benchmark,serotype_within,Pneumo-Typer,15F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,16F,80,0,0,3788,80,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,17F,62,0,0,3806,62,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,18A,9,0,0,3859,9,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,18B,2,3,0,3863,2,1,0.9992240041386445,0.4,0.5714285714285715
GPS_benchmark,serotype_within,Pneumo-Typer,18C,32,0,3,3833,35,0.9142857142857143,1,1,0.955223880597015
GPS_benchmark,serotype_within,Pneumo-Typer,18F,2,0,0,3866,2,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,19A,133,2,0,3733,133,1,0.9994645247657296,0.9851851851851852,0.9925373134328358
GPS_benchmark,serotype_within,Pneumo-Typer,19B,6,0,0,3862,6,1,1,1,1
GPS_benchmark,serotype_within,Pneumo-Typer,19F,228,0,2,3638,230,0.991304347826087,1,1,0.9956331877729258
