benchmark,analysis,tool,class,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1
GPS benchmark,serogroup_exact,ProkBERT,14,229,2,91,3521,320,0.715625,0.9994323020153278,0.9913419913419913,0.975800156128025,0.8312159709618875
GPS benchmark,serogroup_exact,ProkBERT,15,80,48,36,3679,116,0.6896551724137931,0.9871210088543064,0.625,0.9781420765027322,0.6557377049180328
GPS benchmark,serogroup_exact,ProkBERT,16,36,10,44,3753,80,0.45,0.9973425458410843,0.782608695652174,0.9859484777517564,0.5714285714285714
GPS benchmark,serogroup_exact,ProkBERT,17,56,7,6,3774,62,0.9032258064516129,0.9981486379264745,0.8888888888888888,0.9966172261254228,0.8959999999999999
GPS benchmark,serogroup_exact,ProkBERT,18,25,21,23,3774,48,0.5208333333333334,0.9944664031620554,0.5434782608695652,0.9885506115014312,0.5319148936170214
GPS benchmark,serogroup_exact,ProkBERT,19,188,27,181,3447,369,0.5094850948509485,0.9922279792746114,0.8744186046511628,0.9458756180067656,0.6438356164383561
GPS benchmark,serogroup_exact,ProkBERT,2,0,0,1,3842,1,0,1,0,0.9997397866250325,0
GPS benchmark,serogroup_exact,ProkBERT,20,41,14,5,3783,46,0.8913043478260869,0.9963128785883593,0.7454545454545455,0.995055945875618,0.8118811881188119
GPS benchmark,serogroup_exact,ProkBERT,21,33,14,11,3785,44,0.75,0.996314819689392,0.7021276595744681,0.9934946656258131,0.7252747252747254
GPS benchmark,serogroup_exact,ProkBERT,22,228,26,6,3583,234,0.9743589743589743,0.9927957883070102,0.8976377952755905,0.9916731720010409,0.9344262295081966
GPS benchmark,serogroup_exact,ProkBERT,23,94,11,44,3694,138,0.6811594202898551,0.9970310391363023,0.8952380952380953,0.9856882643767889,0.7736625514403294
GPS benchmark,serogroup_exact,ProkBERT,24,4,12,2,3825,6,0.6666666666666666,0.99687255668491,0.25,0.9963570127504554,0.36363636363636365
GPS benchmark,serogroup_exact,ProkBERT,25,7,32,0,3804,7,1,0.9916579770594369,0.1794871794871795,0.9916731720010409,0.30434782608695654
GPS benchmark,serogroup_exact,ProkBERT,27,3,0,0,3840,3,1,1,1,1,1
GPS benchmark,serogroup_exact,ProkBERT,28,11,54,2,3776,13,0.8461538461538461,0.9859007832898172,0.16923076923076924,0.9854280510018215,0.28205128205128205
GPS benchmark,serogroup_exact,ProkBERT,29,0,22,5,3816,5,0,0.9942678478374153,0,0.9929742388758782,0
GPS benchmark,serogroup_exact,ProkBERT,3,0,5,5,3833,5,0,0.9986972381448671,0,0.9973978662503252,0
GPS benchmark,serogroup_exact,ProkBERT,31,14,2,2,3825,16,0.875,0.9994773974392475,0.875,0.9989591465001301,0.875
GPS benchmark,serogroup_exact,ProkBERT,33,63,55,28,3697,91,0.6923076923076923,0.9853411513859275,0.5338983050847458,0.9784022898776997,0.6028708133971291
GPS benchmark,serogroup_exact,ProkBERT,34,40,8,12,3783,52,0.7692307692307693,0.9978897388551833,0.8333333333333334,0.9947957325006506,0.8
GPS benchmark,serogroup_exact,ProkBERT,35,64,17,9,3753,73,0.8767123287671232,0.9954907161803713,0.7901234567901234,0.9932344522508457,0.8311688311688312
GPS benchmark,serogroup_exact,ProkBERT,37,4,31,0,3808,4,1,0.9919249804636624,0.11428571428571428,0.9919333853760083,0.20512820512820512
GPS benchmark,serogroup_exact,ProkBERT,38,35,1,26,3781,61,0.5737704918032787,0.9997355896351137,0.9722222222222222,0.9929742388758782,0.7216494845360824
GPS benchmark,serogroup_exact,ProkBERT,39,1,0,0,3842,1,1,1,1,1,1
GPS benchmark,serogroup_exact,ProkBERT,4,76,18,20,3729,96,0.7916666666666666,0.9951961569255404,0.8085106382978723,0.990111891751236,0.7999999999999999
GPS benchmark,serogroup_exact,ProkBERT,40,1,2,0,3840,1,1,0.9994794377928162,0.3333333333333333,0.9994795732500651,0.5
GPS benchmark,serogroup_exact,ProkBERT,45,3,13,0,3827,3,1,0.9966145833333333,0.1875,0.9966172261254228,0.3157894736842105
GPS benchmark,serogroup_exact,ProkBERT,46,2,17,7,3817,9,0.2222222222222222,0.995565988523735,0.10526315789473684,0.9937548790007806,0.14285714285714285
GPS benchmark,serogroup_exact,ProkBERT,48,2,27,0,3814,2,1,0.9929705805779745,0.06896551724137931,0.9929742388758782,0.12903225806451613
GPS benchmark,serogroup_exact,ProkBERT,5,119,20,5,3699,124,0.9596774193548387,0.9946222102715784,0.8561151079136691,0.9934946656258131,0.9049429657794678
GPS benchmark,serogroup_exact,ProkBERT,6,191,41,97,3514,288,0.6631944444444444,0.9884669479606188,0.8232758620689655,0.9640905542544886,0.7346153846153846
GPS benchmark,serogroup_exact,ProkBERT,7,120,36,11,3676,131,0.916030534351145,0.990301724137931,0.7692307692307693,0.9877699713765288,0.8362369337979093
GPS benchmark,serogroup_exact,ProkBERT,8,436,1,14,3392,450,0.9688888888888889,0.9997052755673446,0.9977116704805492,0.9960967993754879,0.983089064261556
GPS benchmark,serogroup_exact,ProkBERT,9,186,47,22,3588,208,0.8942307692307693,0.98707015130674,0.7982832618025751,0.9820452771272443,0.8435374149659864
