fold,fold_safe_name,genogroup,n_id,n_novel,k,auroc,bal_acc,bal_acc_threshold
36,36,36,54104,5,500,0.6812546207304451,0.8229982995711962,0.20912200212478638
36,36,36,54104,5,1000,0.6235472423480704,0.8106609492828627,0.3374407887458801
37,37,33A_33F_37,54064,15,1,0.9401203511887147,0.9557191476768274,0.00286024808883667
37,37,33A_33F_37,54064,15,5,0.8769285784748937,0.9154982983131104,0.004824995994567871
37,37,33A_33F_37,54064,15,10,0.8314121534970899,0.8883730393607576,0.00526118278503418
37,37,33A_33F_37,54064,15,20,0.7813480319621191,0.8556248150340338,0.006124317646026611
37,37,33A_33F_37,54064,15,50,0.7256523133076846,0.8031592187037585,0.0064945220947265625
37,37,33A_33F_37,54064,15,100,0.6604234487520962,0.7556414619709974,0.007042109966278076
37,37,33A_33F_37,54064,15,200,0.6228790569201934,0.6863532110091743,0.007723391056060791
37,37,33A_33F_37,54064,15,500,0.5449060372891388,0.6561192907171747,0.45040059089660645
37,37,33A_33F_37,54064,15,1000,0.6699701588241097,0.8190200503107428,0.4674726128578186
38,38,25A_25F_38,53527,51,1,0.8680515642279852,0.8427051841529856,0.001771390438079834
38,38,25A_25F_38,53527,51,5,0.8582498405605821,0.8411292889752908,0.0012392401695251465
38,38,25A_25F_38,53527,51,10,0.89241126981179,0.8543912418032021,0.0012391209602355957
38,38,25A_25F_38,53527,51,20,0.9221126080039503,0.8804808788088254,0.014704346656799316
38,38,25A_25F_38,53527,51,50,0.9264695808638996,0.9401610402226914,0.20992547273635864
38,38,25A_25F_38,53527,51,100,0.9882144873193921,0.9809815607076802,0.43575817346572876
38,38,25A_25F_38,53527,51,200,0.9871708505548052,0.9766286173333084,0.4651094079017639
38,38,25A_25F_38,53527,51,500,0.9744398740309546,0.9591794795150111,0.4894402027130127
38,38,25A_25F_38,53527,51,1000,0.9236390504041024,0.8656692224594734,0.5822733640670776
39,39,39,54074,6,1,0.9876958735559913,0.9926582091208345,0.16176003217697144
39,39,39,54074,6,5,0.9635098815203856,0.9779468875984761,0.1646600365638733
39,39,39,54074,6,10,0.945303349730616,0.9679050930206754,0.17370963096618652
39,39,39,54074,6,20,0.9346327871682014,0.9584643266634612,0.20741266012191772
39,39,39,54074,6,50,0.9540382932031414,0.9705126308392203,0.3430136442184448
39,39,39,54074,6,100,0.9439841698413285,0.9586030254835965,0.35391080379486084
39,39,39,54074,6,200,0.9460923919073861,0.9615619336464845,0.41376906633377075
39,39,39,54074,6,500,0.9103913156045419,0.9346358693642046,0.44347691535949707
39,39,39,54074,6,1000,0.8260346931982098,0.8964752006509598,0.5751684308052063
39X,39X,10D,54108,1,1,0.995841650033267,0.9979208250166334,0.2710193991661072
39X,39X,10D,54108,1,5,0.982183780586974,0.9910918902934871,0.2754057049751282
39X,39X,10D,54108,1,10,0.9723700746654839,0.9861850373327419,0.2843528985977173
39X,39X,10D,54108,1,20,0.9822577068086049,0.9911288534043026,0.3863610029220581
39X,39X,10D,54108,1,50,0.9962297626968286,0.9981148813484143,0.5326577425003052
39X,39X,10D,54108,1,100,0.9977267686848525,0.9988633843424263,0.6131523251533508
39X,39X,10D,54108,1,200,0.9927182671693648,0.9963591335846824,0.6359691619873047
39X,39X,10D,54108,1,500,0.9926997856139573,0.9963498928069786,0.7049013376235962
39X,39X,10D,54108,1,1000,0.9737192282102461,0.9868596141051231,0.7528002262115479
4,4,4,53009,64,1,0.817718895612066,0.8414044372182082,0.00278550386428833
4,4,4,53009,64,5,0.9472692726706784,0.9329428434322473,0.015562772750854492
4,4,4,53009,64,10,0.9307456929483674,0.9149364671565205,0.01870507001876831
4,4,4,53009,64,20,0.9152640943047408,0.901724235507178,0.022588133811950684
4,4,4,53009,64,50,0.8901644355203833,0.873188839395197,0.042270541191101074
4,4,4,53009,64,100,0.85058345045181,0.8293094981512573,0.042270541191101074
4,4,4,53009,64,200,0.9078241725461713,0.8947059697409874,0.27843499183654785
4,4,4,53009,64,500,0.867567889415005,0.8581039894168915,0.29807478189468384
4,4,4,53009,64,1000,0.734452227451942,0.7905305584900677,0.3484216332435608
40,40,7B_7C_40,54087,6,1,0.9520648831204048,0.9655924713886885,0.008367180824279785
40,40,7B_7C_40,54087,6,5,0.9555561718465928,0.9705844287906521,0.10565859079360962
40,40,7B_7C_40,54087,6,10,0.9375820437443378,0.9586869303159724,0.11263412237167358
40,40,7B_7C_40,54087,6,20,0.9137038475049457,0.9431194187142936,0.11897993087768555
40,40,7B_7C_40,54087,6,50,0.8680952292910804,0.9136391369460314,0.11897993087768555
40,40,7B_7C_40,54087,6,100,0.8383807569286521,0.8930057130179156,0.15344476699829102
40,40,7B_7C_40,54087,6,200,0.8089898373607952,0.873250503817923,0.19040167331695557
40,40,7B_7C_40,54087,6,500,0.900053001029206,0.9172351951485569,0.3865082263946533
40,40,7B_7C_40,54087,6,1000,0.8699749169547827,0.8346275445116201,0.44603127241134644
41F,41F,41F,54111,1,1,0.9781190515791612,0.9890595257895807,0.09873968362808228
41F,41F,41F,54111,1,5,0.9500840864149618,0.9750420432074809,0.12302732467651367
41F,41F,41F,54111,1,10,0.9397904307811719,0.969895215390586,0.16806846857070923
41F,41F,41F,54111,1,20,0.9172996248452258,0.9586498124226128,0.1780529022216797
41F,41F,41F,54111,1,50,0.8668477758681229,0.9334238879340615,0.17993217706680298
41F,41F,41F,54111,1,100,0.8120899632237438,0.9060449816118719,0.1799330711364746
41F,41F,41F,54111,1,200,0.8507512335754283,0.9253756167877141,0.26859724521636963
41F,41F,41F,54111,1,500,0.979338766609377,0.9896693833046886,0.662503719329834
41F,41F,41F,54111,1,1000,0.957143649165604,0.978571824582802,0.7309094667434692
42,42,35A_35C_42,54108,3,1,0.9431876986767205,0.9586567605529681,0.002531886100769043
42,42,35A_35C_42,54108,3,5,0.8969468470466474,0.9276816736896577,0.006588280200958252
42,42,35A_35C_42,54108,3,10,0.9244782040856556,0.9481222739705774,0.061870038509368896
42,42,35A_35C_42,54108,3,20,0.9709285133436829,0.9828306350262438,0.3206697106361389
42,42,35A_35C_42,54108,3,50,0.9918434735467336,0.9924595253936571,0.45988380908966064
42,42,35A_35C_42,54108,3,100,0.9904758384465637,0.9913321505137873,0.5235862731933594
42,42,35A_35C_42,54108,3,200,0.9830770557650131,0.985187033340726,0.5365016460418701
42,42,35A_35C_42,54108,3,500,0.9769658214435326,0.9675741110371849,0.5423496961593628
42,42,35A_35C_42,54108,3,1000,0.9117444124097484,0.8809787831743919,0.5686160326004028
45,45,45,54082,11,1,0.9919852345428324,0.9839595429163123,0.04991626739501953
45,45,45,54082,11,5,0.9840730069826626,0.9765633667393958,0.13446587324142456
45,45,45,54082,11,10,0.97889400270969,0.9669668281498465,0.14103937149047852
45,45,45,54082,11,20,0.9764112408430295,0.9520450427129175,0.14503979682922363
45,45,45,54082,11,50,0.962755210101832,0.9297548167597351,0.16371089220046997
45,45,45,54082,11,100,0.9430511243868738,0.9024167005658075,0.16433453559875488
45,45,45,54082,11,200,0.9308154956614703,0.910085190501965,0.37484705448150635
45,45,45,54082,11,500,0.8769982282796157,0.8970401847699285,0.4656844139099121
45,45,45,54082,11,1000,0.7390864377662203,0.8540457083687734,0.4925682544708252
46,46,12_44_46,54026,21,1,0.8543448216290922,0.8055936030799986,0.001344442367553711
46,46,12_44_46,54026,21,5,0.8326577326966029,0.804402818396081,0.0019927024841308594
46,46,12_44_46,54026,21,10,0.8015047428663096,0.7777921741383778,0.019242167472839355
46,46,12_44_46,54026,21,20,0.7626601301313477,0.7580269993459938,0.054629623889923096
46,46,12_44_46,54026,21,50,0.6948396098527516,0.7211928824393193,0.05469536781311035
46,46,12_44_46,54026,21,100,0.6443264530481797,0.6709670652401929,0.05478215217590332
46,46,12_44_46,54026,21,200,0.6858404154613388,0.7497778847221708,0.03574925661087036
46,46,12_44_46,54026,21,500,0.6135934550031465,0.7113519416577203,0.07293784618377686
46,46,12_44_46,54026,21,1000,0.5196968655303531,0.659941509643505,0.11450642347335815
48,48,48,54084,12,1,0.990101816926756,0.988406922564899,0.09431415796279907
48,48,48,54084,12,5,0.9832760150876416,0.9726906293913172,0.11225169897079468
48,48,48,54084,12,10,0.9782375563937578,0.9630944456770949,0.12833714485168457
48,48,48,54084,12,20,0.9748739614920001,0.9589804748169515,0.18350225687026978
48,48,48,54084,12,50,0.9655181446145502,0.9459359514828785,0.23053157329559326
48,48,48,54084,12,100,0.956985121909129,0.9305247392944309,0.24629968404769897
48,48,48,54084,12,200,0.9605151246209599,0.9623918349234524,0.3895007371902466
48,48,48,54084,12,500,0.9229485614969307,0.9333536720656757,0.4192246198654175
48,48,48,54084,12,1000,0.7977559598649016,0.8482083425782116,0.47678154706954956
5,5,5,52890,43,1,0.985240978423846,0.9884949896010589,0.10533183813095093
5,5,5,52890,43,5,0.9767415478373279,0.97743429759879,0.15963786840438843
5,5,5,52890,43,10,0.9657639594243428,0.9668935526564568,0.1596379280090332
5,5,5,52890,43,20,0.9655282794039406,0.9559084893174513,0.1736431121826172
5,5,5,52890,43,50,0.9605051291183544,0.9517016449234259,0.24378150701522827
5,5,5,52890,43,100,0.9708820852405387,0.9355171109850633,0.25387924909591675
5,5,5,52890,43,200,0.9728818478017123,0.9491397239553792,0.4301857352256775
5,5,5,52890,43,500,0.9566366350521267,0.939931934203063,0.44205886125564575
5,5,5,52890,43,1000,0.8695453925875116,0.8425127623369257,0.49643993377685547
6A,6A,6,52401,77,1,0.8045412536739038,0.8056737541193945,0.004113674163818359
6A,6A,6,52401,77,5,0.8835434140867243,0.8454921922031329,0.0008614659309387207
6A,6A,6,52401,77,10,0.8703225649753388,0.8455654286363624,0.08180582523345947
6A,6A,6,52401,77,20,0.9213594367312807,0.8854144748402492,0.10361254215240479
6A,6A,6,52401,77,50,0.903219602481067,0.8657532807071937,0.1664467453956604
6A,6A,6,52401,77,100,0.8929269715037162,0.858759758971587,0.17013603448867798
6A,6A,6,52401,77,200,0.8922631346630889,0.8422473597088584,0.21165305376052856
6A,6A,6,52401,77,500,0.8445833664818034,0.7825692084294019,0.3456539511680603
6A,6A,6,52401,77,1000,0.6868236627783201,0.7156962901223507,0.2073526382446289
6B,6B,6,52171,92,1,0.8102629480145973,0.764666027186518,2.384185791015625e-07
6B,6B,6,52171,92,5,0.831973639361531,0.7554818685709952,0.015624821186065674
6B,6B,6,52171,92,10,0.82118949558017,0.7451430621543036,0.014643549919128418
6B,6B,6,52171,92,20,0.882917629567651,0.8340252122410168,0.048654913902282715
6B,6B,6,52171,92,50,0.8867327384112279,0.8370602775321623,0.039939820766448975
6B,6B,6,52171,92,100,0.8717916958696861,0.8338467647777001,0.13558918237686157
6B,6B,6,52171,92,200,0.8709142510456833,0.8547300140924534,0.24691790342330933
6B,6B,6,52171,92,500,0.8299063364371178,0.8417335592903937,0.3250594139099121
6B,6B,6,52171,92,1000,0.6791996928161823,0.7493258998627423,0.35994207859039307
6C,6C,6,53429,78,1,0.7469063905081796,0.8024139152318606,0.02098482847213745
6C,6C,6,53429,78,5,0.9734541070800404,0.948548781008681,0.057326555252075195
6C,6C,6,53429,78,10,0.966624050801183,0.9437762119966541,0.13020634651184082
6C,6C,6,53429,78,20,0.9581349512005148,0.9506168262602035,0.17819219827651978
6C,6C,6,53429,78,50,0.945912764171575,0.9413991057386966,0.27356529235839844
6C,6C,6,53429,78,100,0.9395929704937921,0.9370568945799626,0.33333104848861694
6C,6C,6,53429,78,200,0.9365304350705538,0.9248165910091082,0.3846873641014099
6C,6C,6,53429,78,500,0.9073439661837348,0.8994090408022917,0.4205678701400757
6C,6C,6,53429,78,1000,0.7404367454340315,0.7917989414180621,0.4482782483100891
6D,6D,6,54071,18,1,0.7870865261518292,0.7954844350740486,0.00041228532791137695
6D,6D,6,54071,18,5,0.7561868243194647,0.8011339000778812,0.004507899284362793
6D,6D,6,54071,18,10,0.8636206715861244,0.877253980876995,0.003718554973602295
6D,6D,6,54071,18,20,0.8520751522175576,0.8750346766288768,0.012450814247131348
6D,6D,6,54071,18,50,0.8751661909546913,0.8570125904417853,0.05537092685699463
6D,6D,6,54071,18,100,0.8431054642147464,0.8273571374263058,0.07298547029495239
6D,6D,6,54071,18,200,0.8146141184738585,0.8075863216881507,0.08331865072250366
6D,6D,6,54071,18,500,0.8653858404279147,0.8716872260546319,0.2733539342880249
6D,6D,6,54071,18,1000,0.7975090364726213,0.8410978158347358,0.4639322757720947
6E,6E,6E,54049,18,1,0.5530131095035163,0.5899600362633907,1.7881393432617188e-07
6E,6E,6E,54049,18,5,0.5188106060138845,0.5701950493482252,1.7881393432617188e-07
6E,6E,6E,54049,18,10,0.49112019751624547,0.564503197715653,1.7881393432617188e-07
6E,6E,6E,54049,18,20,0.45041896139511267,0.5252492080231723,5.960464477539063e-08
6E,6E,6E,54049,18,50,0.4147234710889912,0.5828625670944678,5.960464477539063e-08
6E,6E,6E,54049,18,100,0.3837279341173955,0.585329978352976,1.7881393432617188e-07
6E,6E,6E,54049,18,200,0.3146599484829609,0.5656071342670539,2.9861927032470703e-05
6E,6E,6E,54049,18,500,0.45978392035210847,0.6661547854724417,0.04484069347381592
6E,6E,6E,54049,18,1000,0.4482110882923109,0.675479657347962,0.12230223417282104
7B,7B,7B_7C_40,54043,13,1,0.6540390202104024,0.6828949597115687,1.7881393432617188e-07
7B,7B,7B_7C_40,54043,13,5,0.8971901292275808,0.9073038705646075,0.02796226739883423
7B,7B,7B_7C_40,54043,13,10,0.8884307225442987,0.9152619210628574,0.020198464393615723
7B,7B,7B_7C_40,54043,13,20,0.8511470211042773,0.8850345664919246,0.06814759969711304
7B,7B,7B_7C_40,54043,13,50,0.7853205211234928,0.84856360818095,0.06922179460525513
7B,7B,7B_7C_40,54043,13,100,0.7367025402848729,0.8472235072072238,0.08032673597335815
7B,7B,7B_7C_40,54043,13,200,0.6616084912441517,0.802370334733453,0.10897552967071533
7B,7B,7B_7C_40,54043,13,500,0.7788157293551147,0.8736284070092334,0.34225016832351685
7B,7B,7B_7C_40,54043,13,1000,0.8575294032244978,0.8647188350017578,0.5368809700012207
7C,7C,7B_7C_40,53447,39,1,0.9522390501397741,0.9433562988112354,0.013516724109649658
7C,7C,7B_7C_40,53447,39,5,0.9732634726086182,0.9405778453900893,0.07957148551940918
7C,7C,7B_7C_40,53447,39,10,0.9672491272206878,0.9333317501689908,0.06612563133239746
7C,7C,7B_7C_40,53447,39,20,0.9688015877699117,0.9338556336423383,0.1288936734199524
7C,7C,7B_7C_40,53447,39,50,0.9616375292465625,0.9324015211810598,0.2706770896911621
7C,7C,7B_7C_40,53447,39,100,0.9663870222741627,0.9406795517054278,0.2633805274963379
7C,7C,7B_7C_40,53447,39,200,0.9594393295442933,0.9309929846629754,0.31181061267852783
7C,7C,7B_7C_40,53447,39,500,0.9414063680626817,0.908479428218609,0.3326757550239563
7C,7C,7B_7C_40,53447,39,1000,0.8329349036404624,0.827324265159878,0.38663816452026367
7F,7F,7A_7F,53314,68,1,0.9685365724486891,0.9642117510244523,0.015210449695587158
7F,7F,7A_7F,53314,68,5,0.9371619638589574,0.9430918708031661,0.022655725479125977
7F,7F,7A_7F,53314,68,10,0.9590128075839257,0.9572157407060059,0.10041391849517822
7F,7F,7A_7F,53314,68,20,0.9447893611434144,0.9425104100236336,0.10495650768280029
7F,7F,7A_7F,53314,68,50,0.9242046013738804,0.9409629740781034,0.20329058170318604
7F,7F,7A_7F,53314,68,100,0.9065282488431468,0.9207806579885208,0.20329058170318604
7F,7F,7A_7F,53314,68,200,0.8827564881975598,0.8867652023858649,0.20329070091247559
7F,7F,7A_7F,53314,68,500,0.8177765910730875,0.8319953483137638,0.2120065689086914
7F,7F,7A_7F,53314,68,1000,0.6777614973663247,0.7432006602393368,0.21283429861068726
8,8,8,48687,68,1,0.9928544157819637,0.9842053803467287,0.13730943202972412
8,8,8,48687,68,5,0.9841176349768449,0.9797379177193091,0.17318350076675415
8,8,8,48687,68,10,0.9786931286162873,0.9677121202785137,0.17318350076675415
8,8,8,48687,68,20,0.9711947506219198,0.9526671873999462,0.21100127696990967
8,8,8,48687,68,50,0.9522973278287838,0.926068711420732,0.2115156054496765
8,8,8,48687,68,100,0.9314495716334472,0.9010825754912231,0.2115156650543213
8,8,8,48687,68,200,0.9428881849122667,0.9328775104841369,0.331612229347229
8,8,8,48687,68,500,0.9412368804814427,0.9459198554028796,0.463553249835968
8,8,8,48687,68,1000,0.8495518794121876,0.8498779418107745,0.5376595258712769
9A,9A,9,54110,2,1,0.2862040288301608,0.5,inf
9A,9A,9,54110,2,5,0.6151543152836814,0.8075217150249492,1.0967254638671875e-05
9A,9A,9,54110,2,10,0.5409720938828313,0.7704306043245241,1.1801719665527344e-05
9A,9A,9,54110,2,20,0.4533357974496396,0.7266494178525227,1.1801719665527344e-05
9A,9A,9,54110,2,50,0.5605433376455369,0.7802716688227684,0.002979576587677002
9A,9A,9,54110,2,100,0.4686009979671041,0.734300498983552,0.0032672882080078125
9A,9A,9,54110,2,200,0.3724450194049159,0.6862225097024579,0.006007134914398193
9A,9A,9,54110,2,500,0.7046571798188874,0.8523285899094437,0.25850725173950195
9A,9A,9,54110,2,1000,0.7696359268157457,0.8848179634078728,0.5700269937515259
9L,9L,9,53991,22,1,0.9538942517355586,0.9529273397418088,0.0032067298889160156
9L,9L,9,53991,22,5,0.9260188145835753,0.9018712714745387,0.010840237140655518
9L,9L,9,53991,22,10,0.8963951904441987,0.8731442614173069,0.010840296745300293
9L,9L,9,53991,22,20,0.8636910865615651,0.8428521756993169,0.012368083000183105
9L,9L,9,53991,22,50,0.8093848974829139,0.7924919304732607,0.01483297348022461
9L,9L,9,53991,22,100,0.7488032517204046,0.7353582499440143,0.058721959590911865
9L,9L,9,53991,22,200,0.6541603735302686,0.6678377372659754,0.06405949592590332
9L,9L,9,53991,22,500,0.5709470096867997,0.6310723504422455,0.12334179878234863
9L,9L,9,53991,22,1000,0.49659370837900596,0.6699357300290789,0.15201163291931152
9N,9N,9,52441,61,1,0.970701500296508,0.9703285597147271,0.013061463832855225
9N,9N,9,52441,61,5,0.9436162607095375,0.937024465589901,0.01628565788269043
9N,9N,9,52441,61,10,0.924418417450243,0.9153334223222288,0.017711758613586426
9N,9N,9,52441,61,20,0.9127062700596236,0.899324955664461,0.027582764625549316
9N,9N,9,52441,61,50,0.9348520007340021,0.9042221062796254,0.1517755389213562
9N,9N,9,52441,61,100,0.9592653852057316,0.9496892839134441,0.3412635922431946
9N,9N,9,52441,61,200,0.969445131312285,0.9592619465247596,0.4202699065208435
9N,9N,9,52441,61,500,0.9513473533566683,0.9363343848402936,0.4659165143966675
9N,9N,9,52441,61,1000,0.8835262485459849,0.8739821895082092,0.5497725009918213
9V,9V,9,53225,56,1,0.7645445547876266,0.7875201301751324,0.003720700740814209
9V,9V,9,53225,56,5,0.8594645373414749,0.8394423941488292,0.027316689491271973
9V,9V,9,53225,56,10,0.8535417365631081,0.8221948600952829,0.03030252456665039
9V,9V,9,53225,56,20,0.918521438636516,0.8752372005636448,0.012544631958007812
9V,9V,9,53225,56,50,0.9548894517882306,0.9138488894853385,0.23855596780776978
9V,9V,9,53225,56,100,0.9413393276521507,0.9148540562302891,0.29190683364868164
9V,9V,9,53225,56,200,0.9465454941957996,0.9379291082332416,0.3171437382698059
9V,9V,9,53225,56,500,0.9129421928470778,0.9031428235925651,0.35142695903778076
9V,9V,9,53225,56,1000,0.751843085284842,0.8140681406428236,0.37108123302459717
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,1,0.7348957910956126,0.7202604208904387,3.159046173095703e-06
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,5,0.8367168563421908,0.8286609966750467,0.017805874347686768
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,10,0.82656769523964,0.803599667504663,0.01780599355697632
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,20,0.804001207435641,0.799027856621523,0.04275721311569214
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,50,0.7808391677704791,0.7756670180845024,0.06498163938522339
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,100,0.7442720019102713,0.7447329562349634,0.08243364095687866
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,200,0.7448551640400436,0.8021357081069391,0.28446805477142334
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,500,0.7033391452436947,0.7531374178898711,0.2934914827346802
Serogroup 24,Serogroup 24,Serogroup 24,53808,33,1000,0.7559014543291974,0.7948167558727327,0.31927406787872314
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,1,0.5942813193792966,0.6373504280997903,6.556510925292969e-07
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,5,0.6095280819629172,0.6109781366626628,0.16687893867492676
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,10,0.6161665755816048,0.637944185801836,1.1920928955078125e-07
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,20,0.5794529635766911,0.6344089163995,1.430511474609375e-06
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,50,0.6118885001943473,0.7006404205304755,0.000256955623626709
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,100,0.7499627379292809,0.8004608806707757,0.03313702344894409
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,200,0.673264732156339,0.7360671516093805,0.03733170032501221
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,500,0.7825088430443647,0.834351342847095,0.2367267608642578
Serogroup 33,Serogroup 33,Serogroup 33,54027,19,1000,0.7987945598350922,0.864660262461362,0.49790167808532715
